"patch" "rep" "nut" "loss" "ampl"
"1282" 2 2 9 0.001 "NA"
"1283" 1 2 9 0.051 "NA"
"1284" 2 2 9 0.051 "NA"
"1285" 1 2 9 0.101 "NA"
"1286" 2 2 9 0.101 "NA"
"1287" 1 2 9 0.151 "40.62094924"
"1288" 2 2 9 0.151 "61.31461076"
"1289" 1 2 9 0.201 "39.0446165181818"
"1290" 2 2 9 0.201 "60.9479882090909"
"1291" 1 2 9 0.251 "37.55818956"
"1292" 2 2 9 0.251 "60.62181052"
"1293" 1 2 9 0.301 "36.142502688"
"1294" 2 2 9 0.301 "60.311951348"
"1295" 1 2 9 0.351 "34.8615665"
"1296" 2 2 9 0.351 "60.046917256"
"1297" 1 2 9 0.401 "33.640231652"
"1298" 2 2 9 0.401 "59.784821596"
"1299" 1 2 9 0.451 "32.066037348"
"1300" 2 2 9 0.451 "59.333700324"
"1301" 1 2 9 0.501 "30.07360402"
"1302" 2 2 9 0.501 "59.36176084"
"1303" 1 2 9 0.551 "29.27096022"
"1304" 2 2 9 0.551 "52.97106494"
"1305" 1 2 9 0.601 "29.036436136"
"1306" 2 2 9 0.601 "48.409201852"
"1307" 1 2 9 0.651 "26.7362324"
"1308" 2 2 9 0.651 "41.873641248"
"1309" 1 2 9 0.701 "15.580256796"
"1310" 2 2 9 0.701 "26.866019212"
"1311" 1 2 9 0.751 "5.68454"
"1312" 2 2 9 0.751 "21.39471208"
"1313" 1 2 9 0.801 "10.21539908"
"1314" 2 2 9 0.801 "39.843819964"
"1315" 1 2 9 0.851 "18.550977856"
"1316" 2 2 9 0.851 "55.445241848"
"1317" 1 2 9 0.901 "26.017283392"
"1318" 2 2 9 0.901 "49.550860474"
"1319" 1 2 9 0.951 "NA"
"1320" 2 2 9 0.951 "NA"
"1321" 1 2 8 0.001 "1.185155e-10"
"1322" 2 2 8 0.001 "1.185155e-10"
"1323" 1 2 8 0.051 "NA"
"1324" 2 2 8 0.051 "NA"
"1325" 1 2 8 0.101 "NA"
"1326" 2 2 8 0.101 "NA"
"1327" 1 2 8 0.151 "42.6429114111111"
"1328" 2 2 8 0.151 "60.7464882777778"
"1329" 1 2 8 0.201 "41.2139131727273"
"1330" 2 2 8 0.201 "60.3533761454545"
"1331" 1 2 8 0.251 "39.8190876666667"
"1332" 2 2 8 0.251 "59.989292125"
"1333" 1 2 8 0.301 "38.460020736"
"1334" 2 2 8 0.301 "59.607321952"
"1335" 1 2 8 0.351 "37.152527232"
"1336" 2 2 8 0.351 "59.2258442"
"1337" 1 2 8 0.401 "36.157388904"
"1338" 2 2 8 0.401 "59.127304376"
"1339" 1 2 8 0.451 "34.654394648"
"1340" 2 2 8 0.451 "58.385427688"
"1341" 1 2 8 0.501 "32.820641744"
"1342" 2 2 8 0.501 "57.775844728"
"1343" 1 2 8 0.551 "30.56934064"
"1344" 2 2 8 0.551 "59.120103844"
"1345" 1 2 8 0.601 "31.879884444"
"1346" 2 2 8 0.601 "52.455869564"
"1347" 1 2 8 0.651 "31.12218118"
"1348" 2 2 8 0.651 "47.395062812"
"1349" 1 2 8 0.701 "18.03003944"
"1350" 2 2 8 0.701 "28.578054568"
"1351" 1 2 8 0.751 "5.9444608"
"1352" 2 2 8 0.751 "20.867774092"
"1353" 1 2 8 0.801 "11.09812804"
"1354" 2 2 8 0.801 "39.982138"
"1355" 1 2 8 0.851 "25.459804488"
"1356" 2 2 8 0.851 "53.209675748"
"1357" 1 2 8 0.901 "29.554302576"
"1358" 2 2 8 0.901 "38.434906672"
"1359" 1 2 8 0.951 "NA"
"1360" 2 2 8 0.951 "NA"
"1361" 1 2 7 0.001 "NA"
"1362" 2 2 7 0.001 "NA"
"1363" 1 2 7 0.051 "NA"
"1364" 2 2 7 0.051 "NA"
"1365" 1 2 7 0.101 "NA"
"1366" 2 2 7 0.101 "NA"
"1367" 1 2 7 0.151 "44.8941421111111"
"1368" 2 2 7 0.151 "60.0884449333333"
"1369" 1 2 7 0.201 "43.5772709909091"
"1370" 2 2 7 0.201 "59.6409985"
"1371" 1 2 7 0.251 "42.272164625"
"1372" 2 2 7 0.251 "59.2006302416667"
"1373" 1 2 7 0.301 "40.966014648"
"1374" 2 2 7 0.301 "58.73618026"
"1375" 1 2 7 0.351 "39.677562916"
"1376" 2 2 7 0.351 "58.218453144"
"1377" 1 2 7 0.401 "38.399908932"
"1378" 2 2 7 0.401 "57.651104616"
"1379" 1 2 7 0.451 "37.258776836"
"1380" 2 2 7 0.451 "57.33186824"
"1381" 1 2 7 0.501 "35.706370636"
"1382" 2 2 7 0.501 "56.285719736"
"1383" 1 2 7 0.551 "33.19469602"
"1384" 2 2 7 0.551 "56.247868936"
"1385" 1 2 7 0.601 "34.425006688"
"1386" 2 2 7 0.601 "56.796316268"
"1387" 1 2 7 0.651 "34.577709772"
"1388" 2 2 7 0.651 "51.405262732"
"1389" 1 2 7 0.701 "21.75227004"
"1390" 2 2 7 0.701 "31.619502828"
"1391" 1 2 7 0.751 "6.16190724"
"1392" 2 2 7 0.751 "20.418266004"
"1393" 1 2 7 0.801 "18.423761672"
"1394" 2 2 7 0.801 "38.324436484"
"1395" 1 2 7 0.851 "25.741903716"
"1396" 2 2 7 0.851 "53.471631924"
"1397" 1 2 7 0.901 "33.55952604"
"1398" 2 2 7 0.901 "38.624647248"
"1399" 1 2 7 0.951 "NA"
"1400" 2 2 7 0.951 "NA"
"1401" 1 2 6 0.001 "NA"
"1402" 2 2 6 0.001 "NA"
"1403" 1 2 6 0.051 "NA"
"1404" 2 2 6 0.051 "NA"
"1405" 1 2 6 0.101 "NA"
"1406" 2 2 6 0.101 "NA"
"1407" 1 2 6 0.151 "NA"
"1408" 2 2 6 0.151 "NA"
"1409" 1 2 6 0.201 "46.13182995"
"1410" 2 2 6 0.201 "58.89196703"
"1411" 1 2 6 0.251 "44.921517256"
"1412" 2 2 6 0.251 "58.3592439"
"1413" 1 2 6 0.301 "43.71948434"
"1414" 2 2 6 0.301 "57.791538656"
"1415" 1 2 6 0.351 "42.532323296"
"1416" 2 2 6 0.351 "57.161514224"
"1417" 1 2 6 0.401 "41.34043482"
"1418" 2 2 6 0.401 "56.44484636"
"1419" 1 2 6 0.451 "40.154741952"
"1420" 2 2 6 0.451 "55.603296808"
"1421" 1 2 6 0.501 "38.961850636"
"1422" 2 2 6 0.501 "54.58555616"
"1423" 1 2 6 0.551 "34.838275864"
"1424" 2 2 6 0.551 "54.628726212"
"1425" 1 2 6 0.601 "34.273728344"
"1426" 2 2 6 0.601 "56.48682692"
"1427" 1 2 6 0.651 "37.69858538"
"1428" 2 2 6 0.651 "54.820352712"
"1429" 1 2 6 0.701 "30.843814816"
"1430" 2 2 6 0.701 "40.468051476"
"1431" 1 2 6 0.751 "6.3488156"
"1432" 2 2 6 0.751 "20.033185624"
"1433" 1 2 6 0.801 "36.701863236"
"1434" 2 2 6 0.801 "42.66063602"
"1435" 1 2 6 0.851 "32.211802148"
"1436" 2 2 6 0.851 "46.268422232"
"1437" 1 2 6 0.901 "28.3777390408"
"1438" 2 2 6 0.901 "39.2953820216"
"1439" 1 2 6 0.951 "NA"
"1440" 2 2 6 0.951 "NA"
"1441" 1 2 5 0.001 "NA"
"1442" 2 2 5 0.001 "NA"
"1443" 1 2 5 0.051 "NA"
"1444" 2 2 5 0.051 "NA"
"1445" 1 2 5 0.101 "NA"
"1446" 2 2 5 0.101 "NA"
"1447" 1 2 5 0.151 "NA"
"1448" 2 2 5 0.151 "NA"
"1449" 1 2 5 0.201 "48.80508663"
"1450" 2 2 5 0.201 "58.13446872"
"1451" 1 2 5 0.251 "47.7059740083333"
"1452" 2 2 5 0.251 "57.4801570083333"
"1453" 1 2 5 0.301 "46.629543644"
"1454" 2 2 5 0.301 "56.795187824"
"1455" 1 2 5 0.351 "45.5470535"
"1456" 2 2 5 0.351 "56.084237816"
"1457" 1 2 5 0.401 "44.482544844"
"1458" 2 2 5 0.401 "55.302836612"
"1459" 1 2 5 0.451 "43.413888196"
"1460" 2 2 5 0.451 "54.443169424"
"1461" 1 2 5 0.501 "42.354635396"
"1462" 2 2 5 0.501 "53.485012168"
"1463" 1 2 5 0.551 "36.396780304"
"1464" 2 2 5 0.551 "54.788537276"
"1465" 1 2 5 0.601 "35.610901088"
"1466" 2 2 5 0.601 "54.090635424"
"1467" 1 2 5 0.651 "40.594224964"
"1468" 2 2 5 0.651 "57.87477974"
"1469" 1 2 5 0.701 "39.343062068"
"1470" 2 2 5 0.701 "49.624974068"
"1471" 1 2 5 0.751 "6.50719512"
"1472" 2 2 5 0.751 "19.698003684"
"1473" 1 2 5 0.801 "40.293866816"
"1474" 2 2 5 0.801 "46.671377744"
"1475" 1 2 5 0.851 "NA"
"1476" 2 2 5 0.851 "NA"
"1477" 1 2 5 0.901 "31.4428740696"
"1478" 2 2 5 0.901 "38.6088284056"
"1479" 1 2 5 0.951 "NA"
"1480" 2 2 5 0.951 "NA"
"1481" 1 2 4 0.001 "0"
"1482" 2 2 4 0.001 "0"
"1483" 1 2 4 0.051 "NA"
"1484" 2 2 4 0.051 "NA"
"1485" 1 2 4 0.101 "NA"
"1486" 2 2 4 0.101 "NA"
"1487" 1 2 4 0.151 "NA"
"1488" 2 2 4 0.151 "NA"
"1489" 1 2 4 0.201 "51.40042161"
"1490" 2 2 4 0.201 "57.51220224"
"1491" 1 2 4 0.251 "50.4014602416667"
"1492" 2 2 4 0.251 "56.6907723083333"
"1493" 1 2 4 0.301 "49.407305008"
"1494" 2 2 4 0.301 "55.872633964"
"1495" 1 2 4 0.351 "48.412789704"
"1496" 2 2 4 0.351 "55.047850756"
"1497" 1 2 4 0.401 "47.404580596"
"1498" 2 2 4 0.401 "54.192308628"
"1499" 1 2 4 0.451 "46.384480364"
"1500" 2 2 4 0.451 "53.287040816"
"1501" 1 2 4 0.501 "39.320327224"
"1502" 2 2 4 0.501 "55.295243768"
"1503" 1 2 4 0.551 "38.351354012"
"1504" 2 2 4 0.551 "54.536368552"
"1505" 1 2 4 0.601 "37.699991812"
"1506" 2 2 4 0.601 "53.958778912"
"1507" 1 2 4 0.651 "43.143858524"
"1508" 2 2 4 0.651 "60.300735276"
"1509" 1 2 4 0.701 "43.46507616"
"1510" 2 2 4 0.701 "53.613624308"
"1511" 1 2 4 0.751 "6.6554328"
"1512" 2 2 4 0.751 "19.412232228"
"1513" 1 2 4 0.801 "38.4834162364"
"1514" 2 2 4 0.801 "51.603359558"
"1515" 1 2 4 0.851 "NA"
"1516" 2 2 4 0.851 "NA"
"1517" 1 2 4 0.901 "NA"
"1518" 2 2 4 0.901 "NA"
"1519" 1 2 4 0.951 "NA"
"1520" 2 2 4 0.951 "NA"
"1521" 1 2 3 0.001 "NA"
"1522" 2 2 3 0.001 "NA"
"1523" 1 2 3 0.051 "NA"
"1524" 2 2 3 0.051 "NA"
"1525" 1 2 3 0.101 "NA"
"1526" 2 2 3 0.101 "NA"
"1527" 1 2 3 0.151 "NA"
"1528" 2 2 3 0.151 "NA"
"1529" 1 2 3 0.201 "53.9179358111111"
"1530" 2 2 3 0.201 "57.0053808333333"
"1531" 1 2 3 0.251 "52.9077671636364"
"1532" 2 2 3 0.251 "56.0644497545455"
"1533" 1 2 3 0.301 "51.916174664"
"1534" 2 2 3 0.301 "55.101838324"
"1535" 1 2 3 0.351 "50.899064536"
"1536" 2 2 3 0.351 "54.129749812"
"1537" 1 2 3 0.401 "49.839304096"
"1538" 2 2 3 0.401 "53.107292856"
"1539" 1 2 3 0.451 "42.548133824"
"1540" 2 2 3 0.451 "55.92991638"
"1541" 1 2 3 0.501 "41.296226552"
"1542" 2 2 3 0.501 "54.910123724"
"1543" 1 2 3 0.551 "40.070012132"
"1544" 2 2 3 0.551 "53.802884184"
"1545" 1 2 3 0.601 "38.722227016"
"1546" 2 2 3 0.601 "52.4654177796"
"1547" 1 2 3 0.651 "34.1112754976"
"1548" 2 2 3 0.651 "47.2814860972"
"1549" 1 2 3 0.701 "NA"
"1550" 2 2 3 0.701 "NA"
"1551" 1 2 3 0.751 "6.74319136"
"1552" 2 2 3 0.751 "19.130216944"
"1553" 1 2 3 0.801 "NA"
"1554" 2 2 3 0.801 "NA"
"1555" 1 2 3 0.851 "NA"
"1556" 2 2 3 0.851 "NA"
"1557" 1 2 3 0.901 "NA"
"1558" 2 2 3 0.901 "NA"
"1559" 1 2 3 0.951 "NA"
"1560" 2 2 3 0.951 "NA"
"1561" 1 2 2 0.001 "1.2159004e-10"
"1562" 2 2 2 0.001 "1.2159004e-10"
"1563" 1 2 2 0.051 "NA"
"1564" 2 2 2 0.051 "NA"
"1565" 1 2 2 0.101 "NA"
"1566" 2 2 2 0.101 "NA"
"1567" 1 2 2 0.151 "NA"
"1568" 2 2 2 0.151 "NA"
"1569" 1 2 2 0.201 "NA"
"1570" 2 2 2 0.201 "NA"
"1571" 1 2 2 0.251 "55.3449036727273"
"1572" 2 2 2 0.251 "55.5519871818182"
"1573" 1 2 2 0.301 "54.299746424"
"1574" 2 2 2 0.301 "54.453096472"
"1575" 1 2 2 0.351 "53.215393388"
"1576" 2 2 2 0.351 "53.311247"
"1577" 1 2 2 0.401 "52.071332968"
"1578" 2 2 2 0.401 "52.082058496"
"1579" 1 2 2 0.451 "50.72134582"
"1580" 2 2 2 0.451 "50.668252552"
"1581" 1 2 2 0.501 "43.129050452"
"1582" 2 2 2 0.501 "54.2837372168"
"1583" 1 2 2 0.551 "41.1185279004"
"1584" 2 2 2 0.551 "52.2701115576"
"1585" 1 2 2 0.601 "35.6440774528571"
"1586" 2 2 2 0.601 "45.9413823057143"
"1587" 1 2 2 0.651 "NA"
"1588" 2 2 2 0.651 "NA"
"1589" 1 2 2 0.701 "NA"
"1590" 2 2 2 0.701 "NA"
"1591" 1 2 2 0.751 "48.961014196"
"1592" 2 2 2 0.751 "50.637606828"
"1593" 1 2 2 0.801 "NA"
"1594" 2 2 2 0.801 "NA"
"1595" 1 2 2 0.851 "NA"
"1596" 2 2 2 0.851 "NA"
"1597" 1 2 2 0.901 "NA"
"1598" 2 2 2 0.901 "NA"
"1599" 1 2 2 0.951 "NA"
"1600" 2 2 2 0.951 "NA"
"1601" 1 2 1 0.001 "NA"
"1602" 2 2 1 0.001 "NA"
"1603" 1 2 1 0.051 "NA"
"1604" 2 2 1 0.051 "NA"
"1605" 1 2 1 0.101 "NA"
"1606" 2 2 1 0.101 "NA"
"1607" 1 2 1 0.151 "NA"
"1608" 2 2 1 0.151 "NA"
"1609" 1 2 1 0.201 "NA"
"1610" 2 2 1 0.201 "NA"
"1611" 1 2 1 0.251 "57.76144419"
"1612" 2 2 1 0.251 "55.17168064"
"1613" 1 2 1 0.301 "56.6947013416667"
"1614" 2 2 1 0.301 "53.9037998"
"1615" 1 2 1 0.351 "55.549526444"
"1616" 2 2 1 0.351 "52.6074106"
"1617" 1 2 1 0.401 "54.279967036"
"1618" 2 2 1 0.401 "51.206608916"
"1619" 1 2 1 0.451 "46.6710147168"
"1620" 2 2 1 0.451 "55.2773739556"
"1621" 1 2 1 0.501 "44.6716683352"
"1622" 2 2 1 0.501 "53.3240129728"
"1623" 1 2 1 0.551 "40.785512046"
"1624" 2 2 1 0.551 "49.0260293708"
"1625" 1 2 1 0.601 "NA"
"1626" 2 2 1 0.601 "NA"
"1627" 1 2 1 0.651 "NA"
"1628" 2 2 1 0.651 "NA"
"1629" 1 2 1 0.701 "NA"
"1630" 2 2 1 0.701 "NA"
"1631" 1 2 1 0.751 "52.37007666"
"1632" 2 2 1 0.751 "52.833920632"
"1633" 1 2 1 0.801 "NA"
"1634" 2 2 1 0.801 "NA"
"1635" 1 2 1 0.851 "NA"
"1636" 2 2 1 0.851 "NA"
"1637" 1 2 1 0.901 "NA"
"1638" 2 2 1 0.901 "NA"
"1639" 1 2 1 0.951 "NA"
"1640" 2 2 1 0.951 "NA"
"1641" 1 2 0 0.001 "1.0748308e-10"
"1642" 2 2 0 0.001 "1.0748308e-10"
"1643" 1 2 0 0.051 "NA"
"1644" 2 2 0 0.051 "NA"
"1645" 1 2 0 0.101 "NA"
"1646" 2 2 0 0.101 "NA"
"1647" 1 2 0 0.151 "NA"
"1648" 2 2 0 0.151 "NA"
"1649" 1 2 0 0.201 "NA"
"1650" 2 2 0 0.201 "NA"
"1651" 1 2 0 0.251 "NA"
"1652" 2 2 0 0.251 "NA"
"1653" 1 2 0 0.301 "53.43246445"
"1654" 2 2 0 0.301 "59.1209169583333"
"1655" 1 2 0 0.351 "51.999481216"
"1656" 2 2 0 0.351 "57.9102189392"
"1657" 1 2 0 0.401 "50.454792322"
"1658" 2 2 0 0.401 "56.5245856204"
"1659" 1 2 0 0.451 "48.5875838424"
"1660" 2 2 0 0.451 "54.7511724952"
"1661" 1 2 0 0.501 "51.8132895588"
"1662" 2 2 0 0.501 "45.6981818624"
"1663" 1 2 0 0.551 "6.1775425"
"1664" 2 2 0 0.551 "38.956462076"
"1665" 1 2 0 0.601 "NA"
"1666" 2 2 0 0.601 "NA"
"1667" 1 2 0 0.651 "NA"
"1668" 2 2 0 0.651 "NA"
"1669" 1 2 0 0.701 "NA"
"1670" 2 2 0 0.701 "NA"
"1671" 1 2 0 0.751 "7.10507524"
"1672" 2 2 0 0.751 "18.524025988"
"1673" 1 2 0 0.801 "NA"
"1674" 2 2 0 0.801 "NA"
"1675" 1 2 0 0.851 "NA"
"1676" 2 2 0 0.851 "NA"
"1677" 1 2 0 0.901 "NA"
"1678" 2 2 0 0.901 "NA"
"1679" 1 2 0 0.951 "NA"
"1680" 2 2 0 0.951 "NA"
"1681" 1 3 20 0.001 "0"
"1682" 2 3 20 0.001 "0"
"1683" 1 3 20 0.051 "0"
"1684" 2 3 20 0.051 "0"
"1685" 1 3 20 0.101 "0"
"1686" 2 3 20 0.101 "0"
"1687" 1 3 20 0.151 "0"
"1688" 2 3 20 0.151 "0"
"1689" 1 3 20 0.201 "0"
"1690" 2 3 20 0.201 "0"
"1691" 1 3 20 0.251 "0"
"1692" 2 3 20 0.251 "1.00000000102796e-06"
"1693" 1 3 20 0.301 "0"
"1694" 2 3 20 0.301 "0"
"1695" 1 3 20 0.351 "0"
"1696" 2 3 20 0.351 "0"
"1697" 1 3 20 0.401 "1.0000000116861e-07"
"1698" 2 3 20 0.401 "0"
"1699" 1 3 20 0.451 "0.00300357600000012"
"1700" 2 3 20 0.451 "0.0154270399999997"
"1701" 1 3 20 0.501 "4.48805678"
"1702" 2 3 20 0.501 "25.423672576"
"1703" 1 3 20 0.551 "6.177542836"
"1704" 2 3 20 0.551 "38.95650838"
"1705" 1 3 20 0.601 "6.294824088"
"1706" 2 3 20 0.601 "45.754733172"
"1707" 1 3 20 0.651 "6.006707104"
"1708" 2 3 20 0.651 "51.438172872"
"1709" 1 3 20 0.701 "5.345551196"
"1710" 2 3 20 0.701 "55.671781444"
"1711" 1 3 20 0.751 "3.9979888052"
"1712" 2 3 20 0.751 "52.83880264"
"1713" 1 3 20 0.801 "NA"
"1714" 2 3 20 0.801 "NA"
"1715" 1 3 20 0.851 "NA"
"1716" 2 3 20 0.851 "NA"
"1717" 1 3 20 0.901 "NA"
"1718" 2 3 20 0.901 "NA"
"1719" 1 3 20 0.951 "NA"
"1720" 2 3 20 0.951 "NA"
"1721" 1 3 19 0.001 "0"
"1722" 2 3 19 0.001 "0"
"1723" 1 3 19 0.051 "0"
"1724" 2 3 19 0.051 "0"
"1725" 1 3 19 0.101 "0"
"1726" 2 3 19 0.101 "0"
"1727" 1 3 19 0.151 "0"
"1728" 2 3 19 0.151 "0"
"1729" 1 3 19 0.201 "0"
"1730" 2 3 19 0.201 "0"
"1731" 1 3 19 0.251 "0"
"1732" 2 3 19 0.251 "0"
"1733" 1 3 19 0.301 "0"
"1734" 2 3 19 0.301 "0"
"1735" 1 3 19 0.351 "0"
"1736" 2 3 19 0.351 "0"
"1737" 1 3 19 0.401 "0"
"1738" 2 3 19 0.401 "0"
"1739" 1 3 19 0.451 "0"
"1740" 2 3 19 0.451 "9.99999997475243e-07"
"1741" 1 3 19 0.501 "1.21599999978628e-06"
"1742" 2 3 19 0.501 "5.1199999997209e-06"
"1743" 1 3 19 0.551 "0.016061068"
"1744" 2 3 19 0.551 "0.0806242399999999"
"1745" 1 3 19 0.601 "2.666866472"
"1746" 2 3 19 0.601 "15.64959484"
"1747" 1 3 19 0.651 "3.5581898"
"1748" 2 3 19 0.651 "25.104288408"
"1749" 1 3 19 0.701 "3.63836334"
"1750" 2 3 19 0.701 "32.265001928"
"1751" 1 3 19 0.751 "3.702757588"
"1752" 2 3 19 0.751 "43.625425028"
"1753" 1 3 19 0.801 "0"
"1754" 2 3 19 0.801 "0"
"1755" 1 3 19 0.851 "0"
"1756" 2 3 19 0.851 "0"
"1757" 1 3 19 0.901 "0"
"1758" 2 3 19 0.901 "0"
"1759" 1 3 19 0.951 "0"
"1760" 2 3 19 0.951 "0"
"1761" 1 3 18 0.001 "0"
"1762" 2 3 18 0.001 "0"
"1763" 1 3 18 0.051 "0"
"1764" 2 3 18 0.051 "0"
"1765" 1 3 18 0.101 "0"
"1766" 2 3 18 0.101 "0"
"1767" 1 3 18 0.151 "0"
"1768" 2 3 18 0.151 "1.00000000102796e-06"
"1769" 1 3 18 0.201 "0"
"1770" 2 3 18 0.201 "0"
"1771" 1 3 18 0.251 "0"
"1772" 2 3 18 0.251 "0"
"1773" 1 3 18 0.301 "0"
"1774" 2 3 18 0.301 "0"
"1775" 1 3 18 0.351 "0"
"1776" 2 3 18 0.351 "0"
"1777" 1 3 18 0.401 "0"
"1778" 2 3 18 0.401 "0"
"1779" 1 3 18 0.451 "0"
"1780" 2 3 18 0.451 "0"
"1781" 1 3 18 0.501 "0"
"1782" 2 3 18 0.501 "0"
"1783" 1 3 18 0.551 "0"
"1784" 2 3 18 0.551 "1.00000000102796e-06"
"1785" 1 3 18 0.601 "0.000530415999999931"
"1786" 2 3 18 0.601 "0.0023116000000006"
"1787" 1 3 18 0.651 "2.255935632"
"1788" 2 3 18 0.651 "12.61622992"
"1789" 1 3 18 0.701 "3.017104852"
"1790" 2 3 18 0.701 "24.823633048"
"1791" 1 3 18 0.751 "2.883618988"
"1792" 2 3 18 0.751 "36.758966904"
"1793" 1 3 18 0.801 "3.24330496"
"1794" 2 3 18 0.801 "49.668974064"
"1795" 1 3 18 0.851 "2.22224566"
"1796" 2 3 18 0.851 "46.3445950448"
"1797" 1 3 18 0.901 "1.210321396"
"1798" 2 3 18 0.901 "42.4709823844"
"1799" 1 3 18 0.951 "0"
"1800" 2 3 18 0.951 "0"
"1801" 1 3 17 0.001 "4.73199999996154e-05"
"1802" 2 3 17 0.001 "5.32800000003419e-05"
"1803" 1 3 17 0.051 "0"
"1804" 2 3 17 0.051 "0"
"1805" 1 3 17 0.101 "0"
"1806" 2 3 17 0.101 "0"
"1807" 1 3 17 0.151 "0"
"1808" 2 3 17 0.151 "0"
"1809" 1 3 17 0.201 "0"
"1810" 2 3 17 0.201 "1.00000000102796e-06"
"1811" 1 3 17 0.251 "0"
"1812" 2 3 17 0.251 "0"
"1813" 1 3 17 0.301 "0"
"1814" 2 3 17 0.301 "1.00000000102796e-06"
"1815" 1 3 17 0.351 "0"
"1816" 2 3 17 0.351 "0"
"1817" 1 3 17 0.401 "0"
"1818" 2 3 17 0.401 "0"
"1819" 1 3 17 0.451 "0"
"1820" 2 3 17 0.451 "0"
"1821" 1 3 17 0.501 "0"
"1822" 2 3 17 0.501 "0"
"1823" 1 3 17 0.551 "0"
"1824" 2 3 17 0.551 "0"
"1825" 1 3 17 0.601 "7.48000000001525e-06"
"1826" 2 3 17 0.601 "2.27600000000905e-05"
"1827" 1 3 17 0.651 "0.1842472"
"1828" 2 3 17 0.651 "0.71346976"
"1829" 1 3 17 0.701 "3.187978332"
"1830" 2 3 17 0.701 "20.820061252"
"1831" 1 3 17 0.751 "2.602319264"
"1832" 2 3 17 0.751 "32.635314828"
"1833" 1 3 17 0.801 "1.693476828"
"1834" 2 3 17 0.801 "54.688212436"
"1835" 1 3 17 0.851 "1.080247556"
"1836" 2 3 17 0.851 "50.160758036"
"1837" 1 3 17 0.901 "1.075412364"
"1838" 2 3 17 0.901 "45.579770428"
"1839" 1 3 17 0.951 "0"
"1840" 2 3 17 0.951 "0"
"1841" 1 3 16 0.001 "0.00371212"
"1842" 2 3 16 0.001 "0.00408180000000016"
"1843" 1 3 16 0.051 "0.00036900000000017"
"1844" 2 3 16 0.051 "0.000422639999999745"
"1845" 1 3 16 0.101 "3.39199999994832e-05"
"1846" 2 3 16 0.101 "4.02400000000114e-05"
"1847" 1 3 16 0.151 "3.11999999937029e-06"
"1848" 2 3 16 0.151 "2.40000000076179e-06"
"1849" 1 3 16 0.201 "4.00000000034595e-06"
"1850" 2 3 16 0.201 "5.19999999895049e-06"
"1851" 1 3 16 0.251 "1.63636363546196e-06"
"1852" 2 3 16 0.251 "1.88000000079569e-06"
"1853" 1 3 16 0.301 "1.20000000087828e-06"
"1854" 2 3 16 0.301 "1.88000000164834e-06"
"1855" 1 3 16 0.351 "1.50000000065376e-06"
"1856" 2 3 16 0.351 "1.00000000102796e-06"
"1857" 1 3 16 0.401 "9.999999992516e-07"
"1858" 2 3 16 0.401 "1.08333333415089e-06"
"1859" 1 3 16 0.451 "1.00000000102796e-06"
"1860" 2 3 16 0.451 "1.31999999780419e-06"
"1861" 1 3 16 0.501 "2.03999999982329e-06"
"1862" 2 3 16 0.501 "3.79999999864822e-06"
"1863" 1 3 16 0.551 "1.31600000000276e-05"
"1864" 2 3 16 0.551 "2.46799999999325e-05"
"1865" 1 3 16 0.601 "0.000754359999999821"
"1866" 2 3 16 0.601 "0.00159543999999997"
"1867" 1 3 16 0.651 "0.21151004"
"1868" 2 3 16 0.651 "0.56272872"
"1869" 1 3 16 0.701 "4.21248984"
"1870" 2 3 16 0.701 "20.237023812"
"1871" 1 3 16 0.751 "2.80398204"
"1872" 2 3 16 0.751 "29.780454916"
"1873" 1 3 16 0.801 "2.74421116"
"1874" 2 3 16 0.801 "56.395829044"
"1875" 1 3 16 0.851 "0.92012356"
"1876" 2 3 16 0.851 "52.650855936"
"1877" 1 3 16 0.901 "0.462262"
"1878" 2 3 16 0.901 "47.3939355736"
"1879" 1 3 16 0.951 "0"
"1880" 2 3 16 0.951 "0"
"1881" 1 3 15 0.001 "0.0324092800000001"
"1882" 2 3 15 0.001 "0.0347970800000002"
"1883" 1 3 15 0.051 "0.00992472000000006"
"1884" 2 3 15 0.051 "0.0109598000000004"
"1885" 1 3 15 0.101 "0.0113034799999997"
"1886" 2 3 15 0.101 "0.0127662399999998"
"1887" 1 3 15 0.151 "0.0104268400000002"
"1888" 2 3 15 0.151 "0.0120097599999998"
"1889" 1 3 15 0.201 "0.0156792"
"1890" 2 3 15 0.201 "0.0183988800000004"
"1891" 1 3 15 0.251 "0.0141913199999999"
"1892" 2 3 15 0.251 "0.0169741599999999"
"1893" 1 3 15 0.301 "0.0202474799999997"
"1894" 2 3 15 0.301 "0.0247317600000002"
"1895" 1 3 15 0.351 "0.0363968000000003"
"1896" 2 3 15 0.351 "0.04556032"
"1897" 1 3 15 0.401 "0.0315521200000002"
"1898" 2 3 15 0.401 "0.0398586799999998"
"1899" 1 3 15 0.451 "0.0639175600000002"
"1900" 2 3 15 0.451 "0.0856799200000002"
"1901" 1 3 15 0.501 "0.0865678400000002"
"1902" 2 3 15 0.501 "0.12212192"
"1903" 1 3 15 0.551 "0.24552104"
"1904" 2 3 15 0.551 "0.37173028"
"1905" 1 3 15 0.601 "6.1696116"
"1906" 2 3 15 0.601 "11.10605608"
"1907" 1 3 15 0.651 "7.62465856"
"1908" 2 3 15 0.651 "19.499488812"
"1909" 1 3 15 0.701 "5.65634016"
