"patch" "rep" "nut" "loss" "ampl"
"2537" 1 4 20 0.401 "1.0000000116861e-07"
"2538" 2 4 20 0.401 "1.00000000102796e-06"
"2539" 1 4 20 0.451 "0.00216182399999976"
"2540" 2 4 20 0.451 "0.0113521600000003"
"2541" 1 4 20 0.501 "4.48757984"
"2542" 2 4 20 0.501 "25.421189588"
"2543" 1 4 20 0.551 "6.177542752"
"2544" 2 4 20 0.551 "38.956504296"
"2545" 1 4 20 0.601 "6.294823924"
"2546" 2 4 20 0.601 "45.754735072"
"2547" 1 4 20 0.651 "6.006707432"
"2548" 2 4 20 0.651 "51.438192168"
"2549" 1 4 20 0.701 "5.345551168"
"2550" 2 4 20 0.701 "55.671779128"
"2551" 1 4 20 0.751 "3.9979892712"
"2552" 2 4 20 0.751 "52.83877804"
"2553" 1 4 20 0.801 "NA"
"2554" 2 4 20 0.801 "NA"
"2555" 1 4 20 0.851 "NA"
"2556" 2 4 20 0.851 "NA"
"2557" 1 4 20 0.901 "NA"
"2558" 2 4 20 0.901 "NA"
"2559" 1 4 20 0.951 "NA"
"2560" 2 4 20 0.951 "NA"
"2561" 1 4 19 0.001 "0"
"2562" 2 4 19 0.001 "0"
"2563" 1 4 19 0.051 "0"
"2564" 2 4 19 0.051 "0"
"2565" 1 4 19 0.101 "0"
"2566" 2 4 19 0.101 "0"
"2567" 1 4 19 0.151 "0"
"2568" 2 4 19 0.151 "0"
"2569" 1 4 19 0.201 "0"
"2570" 2 4 19 0.201 "0"
"2571" 1 4 19 0.251 "0"
"2572" 2 4 19 0.251 "0"
"2573" 1 4 19 0.301 "0"
"2574" 2 4 19 0.301 "0"
"2575" 1 4 19 0.351 "0"
"2576" 2 4 19 0.351 "0"
"2577" 1 4 19 0.401 "0"
"2578" 2 4 19 0.401 "0"
"2579" 1 4 19 0.451 "0"
"2580" 2 4 19 0.451 "9.99999997475243e-07"
"2581" 1 4 19 0.501 "1.60399999991512e-06"
"2582" 2 4 19 0.501 "6.67999999990343e-06"
"2583" 1 4 19 0.551 "0.013133764"
"2584" 2 4 19 0.551 "0.06494872"
"2585" 1 4 19 0.601 "2.666871188"
"2586" 2 4 19 0.601 "15.64962284"
"2587" 1 4 19 0.651 "3.558189748"
"2588" 2 4 19 0.651 "25.104291264"
"2589" 1 4 19 0.701 "3.638363636"
"2590" 2 4 19 0.701 "32.265015384"
"2591" 1 4 19 0.751 "3.702757464"
"2592" 2 4 19 0.751 "43.625424032"
"2593" 1 4 19 0.801 "0"
"2594" 2 4 19 0.801 "0"
"2595" 1 4 19 0.851 "0"
"2596" 2 4 19 0.851 "0"
"2597" 1 4 19 0.901 "0"
"2598" 2 4 19 0.901 "0"
"2599" 1 4 19 0.951 "0"
"2600" 2 4 19 0.951 "0"
"2601" 1 4 18 0.001 "0"
"2602" 2 4 18 0.001 "0"
"2603" 1 4 18 0.051 "0"
"2604" 2 4 18 0.051 "0"
"2605" 1 4 18 0.101 "0"
"2606" 2 4 18 0.101 "0"
"2607" 1 4 18 0.151 "0"
"2608" 2 4 18 0.151 "1.00000000102796e-06"
"2609" 1 4 18 0.201 "0"
"2610" 2 4 18 0.201 "0"
"2611" 1 4 18 0.251 "0"
"2612" 2 4 18 0.251 "0"
"2613" 1 4 18 0.301 "0"
"2614" 2 4 18 0.301 "0"
"2615" 1 4 18 0.351 "0"
"2616" 2 4 18 0.351 "0"
"2617" 1 4 18 0.401 "0"
"2618" 2 4 18 0.401 "0"
"2619" 1 4 18 0.451 "0"
"2620" 2 4 18 0.451 "0"
"2621" 1 4 18 0.501 "0"
"2622" 2 4 18 0.501 "0"
"2623" 1 4 18 0.551 "0"
"2624" 2 4 18 0.551 "1.00000000102796e-06"
"2625" 1 4 18 0.601 "0.000478239999999772"
"2626" 2 4 18 0.601 "0.00208412000000052"
"2627" 1 4 18 0.651 "2.25662464"
"2628" 2 4 18 0.651 "12.6202964"
"2629" 1 4 18 0.701 "3.01710484"
"2630" 2 4 18 0.701 "24.823632932"
"2631" 1 4 18 0.751 "2.883618048"
"2632" 2 4 18 0.751 "36.758986768"
"2633" 1 4 18 0.801 "3.24330484"
"2634" 2 4 18 0.801 "49.669000556"
"2635" 1 4 18 0.851 "2.222245596"
"2636" 2 4 18 0.851 "46.3446147392"
"2637" 1 4 18 0.901 "1.210330896"
"2638" 2 4 18 0.901 "42.4719735464"
"2639" 1 4 18 0.951 "0"
"2640" 2 4 18 0.951 "0"
"2641" 1 4 17 0.001 "5.48000000023308e-06"
"2642" 2 4 17 0.001 "6.36000000028503e-06"
"2643" 1 4 17 0.051 "0"
"2644" 2 4 17 0.051 "0"
"2645" 1 4 17 0.101 "0"
"2646" 2 4 17 0.101 "0"
"2647" 1 4 17 0.151 "0"
"2648" 2 4 17 0.151 "0"
"2649" 1 4 17 0.201 "0"
"2650" 2 4 17 0.201 "0"
"2651" 1 4 17 0.251 "0"
"2652" 2 4 17 0.251 "0"
"2653" 1 4 17 0.301 "0"
"2654" 2 4 17 0.301 "0"
"2655" 1 4 17 0.351 "0"
"2656" 2 4 17 0.351 "0"
"2657" 1 4 17 0.401 "0"
"2658" 2 4 17 0.401 "0"
"2659" 1 4 17 0.451 "0"
"2660" 2 4 17 0.451 "0"
"2661" 1 4 17 0.501 "1.00000000102796e-06"
"2662" 2 4 17 0.501 "0"
"2663" 1 4 17 0.551 "0"
"2664" 2 4 17 0.551 "0"
"2665" 1 4 17 0.601 "1.659999999994e-05"
"2666" 2 4 17 0.601 "5.03999999995131e-05"
"2667" 1 4 17 0.651 "0.18804772"
"2668" 2 4 17 0.651 "0.73448816"
"2669" 1 4 17 0.701 "3.187978404"
"2670" 2 4 17 0.701 "20.820060148"
"2671" 1 4 17 0.751 "2.602319468"
"2672" 2 4 17 0.751 "32.63531436"
"2673" 1 4 17 0.801 "1.673485248"
"2674" 2 4 17 0.801 "54.68820908"
"2675" 1 4 17 0.851 "1.08024378"
"2676" 2 4 17 0.851 "50.16082668"
"2677" 1 4 17 0.901 "1.075411976"
"2678" 2 4 17 0.901 "45.5797693208"
"2679" 1 4 17 0.951 "0"
"2680" 2 4 17 0.951 "0"
"2681" 1 4 16 0.001 "0.00888708000000022"
"2682" 2 4 16 0.001 "0.00977143999999996"
"2683" 1 4 16 0.051 "0.000359519999999662"
"2684" 2 4 16 0.051 "0.000391839999999632"
"2685" 1 4 16 0.101 "5.44000000047618e-06"
"2686" 2 4 16 0.101 "6.28000000020279e-06"
"2687" 1 4 16 0.151 "8.99999999958823e-06"
"2688" 2 4 16 0.151 "1.10400000004063e-05"
"2689" 1 4 16 0.201 "2.84000000036144e-06"
"2690" 2 4 16 0.201 "3.55999999925416e-06"
"2691" 1 4 16 0.251 "2.79999999932556e-06"
"2692" 2 4 16 0.251 "2.96000000091112e-06"
"2693" 1 4 16 0.301 "1.08000000096808e-06"
"2694" 2 4 16 0.301 "1.40000000143914e-06"
"2695" 1 4 16 0.351 "1.60000000057892e-06"
"2696" 2 4 16 0.351 "1.32000000107269e-06"
"2697" 1 4 16 0.401 "9.999999992516e-07"
"2698" 2 4 16 0.401 "1.08333333415089e-06"
"2699" 1 4 16 0.451 "1.24000000084834e-06"
"2700" 2 4 16 0.451 "1.87999999837984e-06"
"2701" 1 4 16 0.501 "1.63999999976738e-06"
"2702" 2 4 16 0.501 "3.31999999900745e-06"
"2703" 1 4 16 0.551 "1.21199999998822e-05"
"2704" 2 4 16 0.551 "2.27599999998063e-05"
"2705" 1 4 16 0.601 "0.000237800000000092"
"2706" 2 4 16 0.601 "0.000517919999999776"
"2707" 1 4 16 0.651 "0.65961848"
"2708" 2 4 16 0.651 "1.77223028"
"2709" 1 4 16 0.701 "4.21248752"
"2710" 2 4 16 0.701 "20.237040672"
"2711" 1 4 16 0.751 "2.80398228"
"2712" 2 4 16 0.751 "29.78044742"
"2713" 1 4 16 0.801 "2.83979508"
"2714" 2 4 16 0.801 "56.3958494"
"2715" 1 4 16 0.851 "0.9649992"
"2716" 2 4 16 0.851 "52.650883696"
"2717" 1 4 16 0.901 "0.47351252"
"2718" 2 4 16 0.901 "47.393912922"
"2719" 1 4 16 0.951 "0"
"2720" 2 4 16 0.951 "0"
"2721" 1 4 15 0.001 "0.0414074400000005"
"2722" 2 4 15 0.001 "0.0444574800000002"
"2723" 1 4 15 0.051 "0.0166592800000004"
"2724" 2 4 15 0.051 "0.0183961200000006"
"2725" 1 4 15 0.101 "0.0103192399999999"
"2726" 2 4 15 0.101 "0.0116546799999999"
"2727" 1 4 15 0.151 "0.0155194800000002"
"2728" 2 4 15 0.151 "0.01727868"
"2729" 1 4 15 0.201 "0.0121790399999996"
"2730" 2 4 15 0.201 "0.0138609199999999"
"2731" 1 4 15 0.251 "0.0182652399999995"
"2732" 2 4 15 0.251 "0.02184668"
"2733" 1 4 15 0.301 "0.03111496"
"2734" 2 4 15 0.301 "0.0370641199999997"
"2735" 1 4 15 0.351 "0.0238978000000001"
"2736" 2 4 15 0.351 "0.0299143999999995"
"2737" 1 4 15 0.401 "0.04622452"
"2738" 2 4 15 0.401 "0.0596265600000004"
"2739" 1 4 15 0.451 "0.0459496"
"2740" 2 4 15 0.451 "0.0615930800000001"
"2741" 1 4 15 0.501 "0.0763859200000001"
"2742" 2 4 15 0.501 "0.10776164"
"2743" 1 4 15 0.551 "0.35365428"
"2744" 2 4 15 0.551 "0.53548324"
"2745" 1 4 15 0.601 "6.16150352"
"2746" 2 4 15 0.601 "11.08901396"
"2747" 1 4 15 0.651 "7.62465888"
"2748" 2 4 15 0.651 "19.49949416"
"2749" 1 4 15 0.701 "5.65634132"
"2750" 2 4 15 0.701 "21.365354976"
"2751" 1 4 15 0.751 "3.0726212"
"2752" 2 4 15 0.751 "27.689252176"
"2753" 1 4 15 0.801 "4.21405392"
"2754" 2 4 15 0.801 "53.705072252"
"2755" 1 4 15 0.851 "2.32556308"
"2756" 2 4 15 0.851 "54.322010096"
"2757" 1 4 15 0.901 "0.70756264"
"2758" 2 4 15 0.901 "48.564756304"
"2759" 1 4 15 0.951 "0"
"2760" 2 4 15 0.951 "0"
"2761" 1 4 14 0.001 "5.27521848"
"2762" 2 4 14 0.001 "5.58577212"
"2763" 1 4 14 0.051 "0.69528948"
"2764" 2 4 14 0.051 "0.74980232"
"2765" 1 4 14 0.101 "2.36196444"
"2766" 2 4 14 0.101 "2.58923412"
"2767" 1 4 14 0.151 "2.33118368"
"2768" 2 4 14 0.151 "2.59015508"
"2769" 1 4 14 0.201 "5.43484968"
"2770" 2 4 14 0.201 "6.13127268"
"2771" 1 4 14 0.251 "6.80760536"
"2772" 2 4 14 0.251 "7.80007684"
"2773" 1 4 14 0.301 "10.76695632"
"2774" 2 4 14 0.301 "12.7023"
"2775" 1 4 14 0.351 "12.16914828"
"2776" 2 4 14 0.351 "14.80844128"
"2777" 1 4 14 0.401 "13.370716144"
"2778" 2 4 14 0.401 "16.99097564"
"2779" 1 4 14 0.451 "14.479691324"
"2780" 2 4 14 0.451 "19.663819744"
"2781" 1 4 14 0.501 "15.141071892"
"2782" 2 4 14 0.501 "22.795554964"
"2783" 1 4 14 0.551 "14.479707844"
"2784" 2 4 14 0.551 "24.694850912"
"2785" 1 4 14 0.601 "12.634697952"
"2786" 2 4 14 0.601 "24.585092068"
"2787" 1 4 14 0.651 "10.116365744"
"2788" 2 4 14 0.651 "23.403085472"
"2789" 1 4 14 0.701 "7.10318632"
"2790" 2 4 14 0.701 "22.450634132"
"2791" 1 4 14 0.751 "1.63072224"
"2792" 2 4 14 0.751 "26.05979042"
"2793" 1 4 14 0.801 "3.78380572"
"2794" 2 4 14 0.801 "48.939926284"
"2795" 1 4 14 0.851 "4.38875088"
"2796" 2 4 14 0.851 "55.213213236"
"2797" 1 4 14 0.901 "0.76863896"
"2798" 2 4 14 0.901 "49.3249228"
"2799" 1 4 14 0.951 "0"
"2800" 2 4 14 0.951 "0"
"2801" 1 4 13 0.001 "17.8686038111111"
"2802" 2 4 13 0.001 "19.0296979111111"
"2803" 1 4 13 0.051 "33.0616397"
"2804" 2 4 13 0.051 "47.7718434857143"
"2805" 1 4 13 0.101 "28.223571325"
"2806" 2 4 13 0.101 "33.9427566"
"2807" 1 4 13 0.151 "26.930683832"
"2808" 2 4 13 0.151 "32.798429464"
"2809" 1 4 13 0.201 "25.861844388"
"2810" 2 4 13 0.201 "31.960511728"
"2811" 1 4 13 0.251 "24.831409892"
"2812" 2 4 13 0.251 "31.130025656"
"2813" 1 4 13 0.301 "23.940438768"
"2814" 2 4 13 0.301 "30.58825662"
"2815" 1 4 13 0.351 "23.169945084"
"2816" 2 4 13 0.351 "30.425028252"
"2817" 1 4 13 0.401 "22.46020678"
"2818" 2 4 13 0.401 "30.732584796"
"2819" 1 4 13 0.451 "21.64087226"
"2820" 2 4 13 0.451 "31.461000908"
"2821" 1 4 13 0.501 "20.455006824"
"2822" 2 4 13 0.501 "32.143591612"
"2823" 1 4 13 0.551 "18.612318064"
"2824" 2 4 13 0.551 "31.743966416"
"2825" 1 4 13 0.601 "15.84415168"
"2826" 2 4 13 0.601 "29.457785524"
"2827" 1 4 13 0.651 "12.41473302"
"2828" 2 4 13 0.651 "26.160157736"
"2829" 1 4 13 0.701 "8.55520712"
"2830" 2 4 13 0.701 "23.280203764"
"2831" 1 4 13 0.751 "3.928403"
"2832" 2 4 13 0.751 "24.739922104"
"2833" 1 4 13 0.801 "3.0694438"
"2834" 2 4 13 0.801 "46.010455472"
"2835" 1 4 13 0.851 "7.97278612"
"2836" 2 4 13 0.851 "56.413815524"
"2837" 1 4 13 0.901 "0.81301732"
"2838" 2 4 13 0.901 "49.832553664"
"2839" 1 4 13 0.951 "9.999999992516e-07"
"2840" 2 4 13 0.951 "0"
"2841" 1 4 12 0.001 "7.77523624"
"2842" 2 4 12 0.001 "8.07258936"
"2843" 1 4 12 0.051 "NA"
"2844" 2 4 12 0.051 "NA"
"2845" 1 4 12 0.101 "35.4737181375"
"2846" 2 4 12 0.101 "56.0300713125"
"2847" 1 4 12 0.151 "32.1103686818182"
"2848" 2 4 12 0.151 "49.4222962909091"
"2849" 1 4 12 0.201 "30.396001176"
"2850" 2 4 12 0.201 "40.139579804"
"2851" 1 4 12 0.251 "29.35922176"
"2852" 2 4 12 0.251 "39.3380408"
"2853" 1 4 12 0.301 "28.354103536"
"2854" 2 4 12 0.301 "38.660159388"
"2855" 1 4 12 0.351 "27.335637068"
"2856" 2 4 12 0.351 "38.231005336"
"2857" 1 4 12 0.401 "26.246851488"
"2858" 2 4 12 0.401 "38.15244306"
"2859" 1 4 12 0.451 "25.042618232"
"2860" 2 4 12 0.451 "38.291107192"
"2861" 1 4 12 0.501 "23.728757388"
"2862" 2 4 12 0.501 "38.212776244"
"2863" 1 4 12 0.551 "22.119903116"
"2864" 2 4 12 0.551 "37.44854056"
"2865" 1 4 12 0.601 "19.195218832"
"2866" 2 4 12 0.601 "34.226521492"
"2867" 1 4 12 0.651 "14.914018604"
"2868" 2 4 12 0.651 "28.79405416"
"2869" 1 4 12 0.701 "10.14346592"
"2870" 2 4 12 0.701 "24.007777716"
"2871" 1 4 12 0.751 "4.51394444"
"2872" 2 4 12 0.751 "23.656329044"
"2873" 1 4 12 0.801 "2.67049676"
"2874" 2 4 12 0.801 "44.03742744"
"2875" 1 4 12 0.851 "8.45940316"
"2876" 2 4 12 0.851 "56.220435144"
"2877" 1 4 12 0.901 "0.83868212"
"2878" 2 4 12 0.901 "50.189754084"
"2879" 1 4 12 0.951 "1.34135332"
"2880" 2 4 12 0.951 "0.0051697424"
"2881" 1 4 11 0.001 "NA"
"2882" 2 4 11 0.001 "NA"
"2883" 1 4 11 0.051 "NA"
"2884" 2 4 11 0.051 "NA"
"2885" 1 4 11 0.101 "38.8952856857143"
"2886" 2 4 11 0.101 "61.5035942285714"
"2887" 1 4 11 0.151 "36.7505871888889"
"2888" 2 4 11 0.151 "60.6266017555556"
"2889" 1 4 11 0.201 "34.796138475"
"2890" 2 4 11 0.201 "59.5830905166667"
"2891" 1 4 11 0.251 "31.889254964"
"2892" 2 4 11 0.251 "47.401488656"
"2893" 1 4 11 0.301 "30.821048536"
"2894" 2 4 11 0.301 "47.4649138"
"2895" 1 4 11 0.351 "29.697134356"
"2896" 2 4 11 0.351 "47.980907008"
"2897" 1 4 11 0.401 "28.430724468"
"2898" 2 4 11 0.401 "48.531417312"
"2899" 1 4 11 0.451 "27.144127456"
"2900" 2 4 11 0.451 "46.717734552"
"2901" 1 4 11 0.501 "26.132581512"
"2902" 2 4 11 0.501 "43.97182732"
"2903" 1 4 11 0.551 "24.916909516"
"2904" 2 4 11 0.551 "42.304053808"
"2905" 1 4 11 0.601 "22.792741008"
"2906" 2 4 11 0.601 "39.446624892"
"2907" 1 4 11 0.651 "17.972039988"
"2908" 2 4 11 0.651 "31.875630384"
"2909" 1 4 11 0.701 "11.8209346"
"2910" 2 4 11 0.701 "24.77155088"
"2911" 1 4 11 0.751 "4.9865842"
"2912" 2 4 11 0.751 "22.761502588"
"2913" 1 4 11 0.801 "2.40655612"
"2914" 2 4 11 0.801 "42.59007482"
"2915" 1 4 11 0.851 "8.24296704"
"2916" 2 4 11 0.851 "55.690861388"
"2917" 1 4 11 0.901 "11.035500652"
"2918" 2 4 11 0.901 "50.40947988"
"2919" 1 4 11 0.951 "15.274617828"
"2920" 2 4 11 0.951 "0.0606751904"
"2921" 1 4 10 0.001 "NA"
"2922" 2 4 10 0.001 "NA"
"2923" 1 4 10 0.051 "NA"
"2924" 2 4 10 0.051 "NA"
"2925" 1 4 10 0.101 "NA"
"2926" 2 4 10 0.101 "NA"
"2927" 1 4 10 0.151 "38.7740377555556"
"2928" 2 4 10 0.151 "61.5688842333333"
"2929" 1 4 10 0.201 "37.035913925"
"2930" 2 4 10 0.201 "61.140406375"
"2931" 1 4 10 0.251 "35.431938936"
"2932" 2 4 10 0.251 "60.756212688"
"2933" 1 4 10 0.301 "33.944845752"
"2934" 2 4 10 0.301 "60.333073976"
"2935" 1 4 10 0.351 "32.56249658"
"2936" 2 4 10 0.351 "58.796017988"
"2937" 1 4 10 0.401 "31.189695904"
"2938" 2 4 10 0.401 "59.070432116"
"2939" 1 4 10 0.451 "29.511675624"
"2940" 2 4 10 0.451 "59.109529036"
"2941" 1 4 10 0.501 "27.624700436"
"2942" 2 4 10 0.501 "54.32233154"
"2943" 1 4 10 0.551 "27.301176388"
"2944" 2 4 10 0.551 "47.068022512"
"2945" 1 4 10 0.601 "26.055516752"
"2946" 2 4 10 0.601 "44.230255036"
"2947" 1 4 10 0.651 "21.894063892"
"2948" 2 4 10 0.651 "36.0713979"
"2949" 1 4 10 0.701 "13.59658332"
"2950" 2 4 10 0.701 "25.681192588"
"2951" 1 4 10 0.751 "5.3702248"
"2952" 2 4 10 0.751 "22.017827976"
"2953" 1 4 10 0.801 "2.249896"
"2954" 2 4 10 0.801 "41.485894448"
"2955" 1 4 10 0.851 "11.59894246"
"2956" 2 4 10 0.851 "55.811764468"
"2957" 1 4 10 0.901 "17.505091924"
"2958" 2 4 10 0.901 "51.0761818812"
"2959" 1 4 10 0.951 "21.947713884"
"2960" 2 4 10 0.951 "0.0895052952"
"2961" 1 4 9 0.001 "NA"
"2962" 2 4 9 0.001 "NA"
"2963" 1 4 9 0.051 "NA"
"2964" 2 4 9 0.051 "NA"
"2965" 1 4 9 0.101 "NA"
"2966" 2 4 9 0.101 "NA"
"2967" 1 4 9 0.151 "40.6270804555556"
"2968" 2 4 9 0.151 "61.3062764777778"
"2969" 1 4 9 0.201 "39.0464147181818"
"2970" 2 4 9 0.201 "60.9450247909091"
"2971" 1 4 9 0.251 "37.555592944"
"2972" 2 4 9 0.251 "60.62248526"
"2973" 1 4 9 0.301 "36.13975298"
"2974" 2 4 9 0.301 "60.315019444"
"2975" 1 4 9 0.351 "34.86326076"
"2976" 2 4 9 0.351 "60.046604152"
"2977" 1 4 9 0.401 "33.640239884"
"2978" 2 4 9 0.401 "59.784792076"
"2979" 1 4 9 0.451 "32.066023536"
"2980" 2 4 9 0.451 "59.333675948"
"2981" 1 4 9 0.501 "30.073596632"
"2982" 2 4 9 0.501 "59.36186002"
"2983" 1 4 9 0.551 "29.27096188"
"2984" 2 4 9 0.551 "52.971105268"
"2985" 1 4 9 0.601 "29.036434812"
"2986" 2 4 9 0.601 "48.409199792"
"2987" 1 4 9 0.651 "26.736236308"
"2988" 2 4 9 0.651 "41.873629948"
"2989" 1 4 9 0.701 "15.5802562"
"2990" 2 4 9 0.701 "26.866018988"
"2991" 1 4 9 0.751 "5.68454236"
"2992" 2 4 9 0.751 "21.394714056"
"2993" 1 4 9 0.801 "10.26813876"
"2994" 2 4 9 0.801 "39.843883224"
"2995" 1 4 9 0.851 "18.550762636"
"2996" 2 4 9 0.851 "55.44525556"
"2997" 1 4 9 0.901 "25.99492102"
"2998" 2 4 9 0.901 "49.5508117412"
"2999" 1 4 9 0.951 "NA"
"3000" 2 4 9 0.951 "NA"
"3001" 1 4 8 0.001 "0"
"3002" 2 4 8 0.001 "0"
"3003" 1 4 8 0.051 "NA"
"3004" 2 4 8 0.051 "NA"
"3005" 1 4 8 0.101 "NA"
"3006" 2 4 8 0.101 "NA"
"3007" 1 4 8 0.151 "42.6363048777778"
"3008" 2 4 8 0.151 "60.7445730111111"
"3009" 1 4 8 0.201 "41.2145539272727"
"3010" 2 4 8 0.201 "60.3524946"
"3011" 1 4 8 0.251 "39.818761844"
"3012" 2 4 8 0.251 "59.987354252"
"3013" 1 4 8 0.301 "38.450311484"
"3014" 2 4 8 0.301 "59.611635048"
"3015" 1 4 8 0.351 "37.152037868"
"3016" 2 4 8 0.351 "59.22520136"
"3017" 1 4 8 0.401 "36.1572724"
"3018" 2 4 8 0.401 "59.127618304"
"3019" 1 4 8 0.451 "34.654399108"
"3020" 2 4 8 0.451 "58.3854617"
"3021" 1 4 8 0.501 "32.820636188"
"3022" 2 4 8 0.501 "57.775875956"
"3023" 1 4 8 0.551 "30.56933974"
"3024" 2 4 8 0.551 "59.120137964"
"3025" 1 4 8 0.601 "31.879883988"
"3026" 2 4 8 0.601 "52.455868956"
"3027" 1 4 8 0.651 "31.122167988"
"3028" 2 4 8 0.651 "47.395091836"
"3029" 1 4 8 0.701 "18.030044244"
"3030" 2 4 8 0.701 "28.578054876"
"3031" 1 4 8 0.751 "5.94464504"
"3032" 2 4 8 0.751 "20.86786942"
"3033" 1 4 8 0.801 "11.0976004"
"3034" 2 4 8 0.801 "39.945283876"
"3035" 1 4 8 0.851 "25.400738648"
"3036" 2 4 8 0.851 "53.277770152"
"3037" 1 4 8 0.901 "29.527899916"
"3038" 2 4 8 0.901 "36.477753264"
"3039" 1 4 8 0.951 "NA"
"3040" 2 4 8 0.951 "NA"
"3041" 1 4 7 0.001 "0"
"3042" 2 4 7 0.001 "0"
"3043" 1 4 7 0.051 "NA"
"3044" 2 4 7 0.051 "NA"
"3045" 1 4 7 0.101 "NA"
"3046" 2 4 7 0.101 "NA"
"3047" 1 4 7 0.151 "44.8833321222222"
"3048" 2 4 7 0.151 "60.1033445333333"
"3049" 1 4 7 0.201 "43.5730828818182"
"3050" 2 4 7 0.201 "59.6458712272727"
"3051" 1 4 7 0.251 "42.265069725"
"3052" 2 4 7 0.251 "59.2062316583333"
"3053" 1 4 7 0.301 "40.966111528"
"3054" 2 4 7 0.301 "58.738038972"
"3055" 1 4 7 0.351 "39.677013096"
"3056" 2 4 7 0.351 "58.219136208"
"3057" 1 4 7 0.401 "38.397720956"
"3058" 2 4 7 0.401 "57.650503556"
"3059" 1 4 7 0.451 "37.258346648"
"3060" 2 4 7 0.451 "57.332191928"
"3061" 1 4 7 0.501 "35.7063641"
"3062" 2 4 7 0.501 "56.2857332"
"3063" 1 4 7 0.551 "33.194691896"
"3064" 2 4 7 0.551 "56.2477931"
"3065" 1 4 7 0.601 "34.425009848"
"3066" 2 4 7 0.601 "56.796305364"
"3067" 1 4 7 0.651 "34.577680772"
"3068" 2 4 7 0.651 "51.405296592"
"3069" 1 4 7 0.701 "21.752265108"
"3070" 2 4 7 0.701 "31.61949858"
"3071" 1 4 7 0.751 "6.16099012"
"3072" 2 4 7 0.751 "20.417758228"
"3073" 1 4 7 0.801 "18.666020916"
"3074" 2 4 7 0.801 "38.372192256"
"3075" 1 4 7 0.851 "25.738160656"
"3076" 2 4 7 0.851 "53.440149384"
"3077" 1 4 7 0.901 "33.559510036"
"3078" 2 4 7 0.901 "38.668370888"
"3079" 1 4 7 0.951 "NA"
"3080" 2 4 7 0.951 "NA"
"3081" 1 4 6 0.001 "NA"
"3082" 2 4 6 0.001 "NA"
"3083" 1 4 6 0.051 "NA"
"3084" 2 4 6 0.051 "NA"
"3085" 1 4 6 0.101 "NA"
"3086" 2 4 6 0.101 "NA"
"3087" 1 4 6 0.151 "47.3313492125"
"3088" 2 4 6 0.151 "59.4431931"
"3089" 1 4 6 0.201 "46.1278817090909"
"3090" 2 4 6 0.201 "58.8990952090909"
"3091" 1 4 6 0.251 "44.921688375"
"3092" 2 4 6 0.251 "58.358602175"
"3093" 1 4 6 0.301 "43.71811078"
"3094" 2 4 6 0.301 "57.792801152"
"3095" 1 4 6 0.351 "42.528326544"
"3096" 2 4 6 0.351 "57.1623876"
"3097" 1 4 6 0.401 "41.34171484"
"3098" 2 4 6 0.401 "56.445221992"
"3099" 1 4 6 0.451 "40.158701124"
"3100" 2 4 6 0.451 "55.602895788"
"3101" 1 4 6 0.501 "38.961653184"
"3102" 2 4 6 0.501 "54.586752328"
"3103" 1 4 6 0.551 "34.838024156"
"3104" 2 4 6 0.551 "54.628535704"
"3105" 1 4 6 0.601 "34.273703472"
"3106" 2 4 6 0.601 "56.486846016"
"3107" 1 4 6 0.651 "37.698512532"
"3108" 2 4 6 0.651 "54.82022186"
"3109" 1 4 6 0.701 "30.843841112"
"3110" 2 4 6 0.701 "40.4680867"
"3111" 1 4 6 0.751 "6.34107764"
"3112" 2 4 6 0.751 "20.02878124"
"3113" 1 4 6 0.801 "36.701859732"
"3114" 2 4 6 0.801 "42.660635508"
"3115" 1 4 6 0.851 "32.211799228"
"3116" 2 4 6 0.851 "46.26839986"
"3117" 1 4 6 0.901 "28.4383799284"
"3118" 2 4 6 0.901 "35.5069515428"
"3119" 1 4 6 0.951 "NA"
"3120" 2 4 6 0.951 "NA"
"3121" 1 4 5 0.001 "NA"
"3122" 2 4 5 0.001 "NA"
"3123" 1 4 5 0.051 "NA"
"3124" 2 4 5 0.051 "NA"
"3125" 1 4 5 0.101 "NA"
"3126" 2 4 5 0.101 "NA"
"3127" 1 4 5 0.151 "NA"
"3128" 2 4 5 0.151 "NA"
"3129" 1 4 5 0.201 "48.79213583"
"3130" 2 4 5 0.201 "58.14938245"
"3131" 1 4 5 0.251 "47.7103334727273"
"3132" 2 4 5 0.251 "57.4752515"
"3133" 1 4 5 0.301 "46.6281211"
"3134" 2 4 5 0.301 "56.796799088"
"3135" 1 4 5 0.351 "45.553380888"
"3136" 2 4 5 0.351 "56.078456408"
"3137" 1 4 5 0.401 "44.486991132"
"3138" 2 4 5 0.401 "55.300374496"
"3139" 1 4 5 0.451 "43.422258668"
"3140" 2 4 5 0.451 "54.44272854"
"3141" 1 4 5 0.501 "37.46316196"
"3142" 2 4 5 0.501 "55.404452264"
"3143" 1 4 5 0.551 "36.396891192"
"3144" 2 4 5 0.551 "54.788579884"
"3145" 1 4 5 0.601 "35.610995268"
"3146" 2 4 5 0.601 "54.091623864"
"3147" 1 4 5 0.651 "40.594223276"
"3148" 2 4 5 0.651 "57.874780716"
"3149" 1 4 5 0.701 "39.343022568"
"3150" 2 4 5 0.701 "49.62497754"
"3151" 1 4 5 0.751 "6.48767632"
"3152" 2 4 5 0.751 "19.687563612"
